答案ID,提交时间,答题耗时,若您已确认上述内容并无异议，请选择下方“开始作答”并点击【下一页】进行本次问卷作答。[A:开始作答B:放弃参与（结束作答）],请问您计划参与测试的设备平台是？[A:PC端B:安卓端],请问您计划本次参与测试会使用安卓手机设备品牌是？[A:华为B:vivoC:OPPOD:小米E:荣耀F:一加G:红米H:iQOOI:三星J:魅族K: 其他，请填写：],请问您将用于本次测试的手机处理器属于以下哪一个选项?[A:骁龙865/天玑9000/麒麟9000及以下（如：小米10/华为Mate 40 Pro等）B: 骁龙870/888/Gen1/Gen2或天玑9200（如：小米13/红米K60 Pro等）C:骁龙8Gen3/天玑9300（如红米K80/iQOO Neo10/一加ACE5等）D:骁龙8Elite/天玑9400及以上(如：小米15/红米K80 Pro/一加Ace5Pro等)E:不清楚具体配置，请填写手机品牌和型号： ],请问您的手机运行内存(RAM)为？[A:4GB及以下B:6GBC:8GBD:12GBE:16GB及以上F:不清楚],请问您能够参与本次测试的PC设备的系统版本是？[A:Windows 10 - 32 位B:Windows 10 - 64 位C:Windows 11D:其他 Windows 系统E:其他操作系统],请选择您在测试中将会使用的PC设备的处理器（CPU）型号,请选择您在测试中将会使用的PC设备的显卡型号,您近半年内主要使用哪些设备玩游戏?[A:手机/平板电脑B:笔记本电脑/台式电脑C:家用主机（如Switch、PS、Xbox等）D:以上都没有],以下手机游戏类型中，您曾深入体验过的有哪些? [A:MOBA类（如王者荣耀、英雄联盟手游等）B:模拟经营类（如桃园深处有人家、心动小镇、我的花园世界等）C:卡牌RPG类（如崩坏：星穹铁道、重返未来：1999、明日方舟、阴阳师等）D:动作类（如绝区零、崩坏3、战双帕弥什等）E:战棋类（如梦幻模拟战、天地劫：幽城再临等）F:自走棋类（如金铲铲之战、多多自走棋等）G:休闲放置类（如剑与远征、杖剑传说等）H:SLG类（如三国志战略版、三国谋定天下、三国：冰河时代等）I:开放世界类（如原神、鸣潮、异环等）J:沙盒类（如我的世界、迷你世界等）K:休闲益智类（如开心消消乐、梦幻家园等）L:射击类（如三角洲行动、逆战：未来等）M:即时制MMORPG（如逆水寒手游、天涯明月刀手游等）N:回合制MMORPG（如梦幻西游、问道等）O:横版动作类（如火影忍者手游、DNF手游、归龙潮等）P:Roguelike类（如重生细胞、土豆兄弟等）Q:其他，请补充 _________________R: 以上都没有],以下手机游戏产品中，您曾深入体验过的有哪些? [A:重生细胞B:忍者必须死系列C:苍翼：混沌效应D:影之刃3E:时空猎人系列F:心渊梦境G:霓虹深渊H:艾希I:火影忍者手游J:归龙潮K:地下城与勇士：起源L:造梦西游系列M:以上都没有],以下PC/主机游戏类型中，您最近三个月玩的最多的是？[A:MOBA(如英雄联盟、DOTA2等)B:集换式卡牌类(如炉石传说、万智牌、游戏王:大师决斗等)C:模拟经营类(如沙石镇时光、星露谷物语、露玛岛、双点博物馆等)D:战争策略类(如帝国时代、魔兽争霸、文明系列等)E:MMORPG类(如逆水寒、最终幻想14、魔兽世界等)F:合作/派对类(如双人成行、糖豆人、猛兽派对等)G:沙盒建造/生存类(如幻兽帕鲁、我的世界、七日世界、RUST、饥荒等)H:射击类(如CSGO、无畏契约、守望先锋、Apex、PUBG、三角洲行动等)I:动作RPG(如只狼、黑暗之魂系列、艾尔登法环、怪物猎人系列等）J:开放世界类(如塞尔达传说系列、刺客信条系列、GTA5、巫师3等)K:平台动作/银河恶魔城类（如奥日、艾希、暗影火炬城等）L:JRPG类（如碧蓝幻想relink、最终幻想系列等）M:视觉小说/文字冒险类(如命运石之门、隐形守护者、底特律:变人等）N:其他，请补充 _________________O:以上都没有],请问您主要是被《绿梦：时空之声》的哪些方面吸引，进而参与本次蚀梦测试的?[A:动作战斗玩法B:美术风格C:有感兴趣的喜欢的角色D:游戏热度高E:喜欢尝试新游戏F:剧情世界观G:游戏类型（动作类）H:游戏类型（射击类）I:朋友、UP主推荐J:其他原因，请补充]
GameCenter_2026060263064748,2026-06-02 18:57:43,90,A,B,A,E，mate80PM,E,,,,A,A，C，I，L,F，H，J，L,,A，B，G
GameCenter_2026060230024746,2026-06-02 18:56:54,263,A,A,,,,C,Core(TM)i5-13600KF,RTX 4070 Ti SUPER,B,,,I，L,A，B，G
GameCenter_2026060273754745,2026-06-02 18:56:51,228,A,A,,,,C,2th Gen Intel(R) Core(TM) i5-12490F (3.00 GHz),AMD RaDeon RX 6650 XT,C,,,E，J,B，C
GameCenter_2026060297354744,2026-06-02 18:56:47,30,A,B,D,A,D,,,,A,A，D,A，G,,E，G
GameCenter_2026060243334741,2026-06-02 18:56:19,74,A,B,D,B,D,,,,A,B，D，I,C，G，H,,A，G
GameCenter_2026060245354739,2026-06-02 18:56:15,200,A,A，B,F,C,E,B,intel  i9  14900kf,4070ti,A，B,A，C，D，I，L,A，H，I，J,A，D，H,A，B，E
GameCenter_2026060215774736,2026-06-02 18:56:04,94,A,A,,,,B,i7-14700k,5080,B,,,B，C，J，K，L,B，C，F
GameCenter_2026060220244735,2026-06-02 18:55:53,106,A,B,D,C,D,,,,A，B,I,M,C,A，B
GameCenter_2026060296104734,2026-06-02 18:55:48,492,A,A，B,D,D,E,C,酷睿i5-13450HX,NVIDIA GeForce-RTX 4060,A，B,A，D，F，O,A，B，C，D，I,H，J，L,A，B，E
GameCenter_2026060287214732,2026-06-02 18:55:26,382,A,B,H,E，骁龙®8至尊版移动平台八核,D,,,,A，B,A，C，D，I，L,B，I，L,H，M,A，G，I
GameCenter_2026060231834731,2026-06-02 18:55:00,87,A,A,,,,B,i510500f,2060,B,,,A，B，J，K，L,A
GameCenter_2026060260904730,2026-06-02 18:54:26,69,A,B,H,D,E,,,,A,D，I，J，O,I,,A，B，E
GameCenter_2026060251504729,2026-06-02 18:54:22,69,A,B,B,C,D,,,,A,A，I,J,,C，E
GameCenter_2026060291814728,2026-06-02 18:54:10,162,A,B,C,A,E,,,,A,C，I，J，N，O,B，I，J，L,,A，E，G
GameCenter_2026060281774726,2026-06-02 18:53:57,121,A,B,B,E,E,,,,A,A，J，L,K,,A，C
GameCenter_2026060238074724,2026-06-02 18:53:43,102,A,B,C,D,D,,,,A,C，D，I，L，O,A，B，C，I,,A，B，E
GameCenter_2026060274854722,2026-06-02 18:53:37,92,A,A,,,,C,Intel core i5-13490f,RTX 5070,B,,,G，H，I，J，K,B，E，G
GameCenter_2026060244194721,2026-06-02 18:53:19,94,A,A,,,,C, Core Ultra7系,5060,B,,,C，F，I,A，B，E
GameCenter_2026060248014720,2026-06-02 18:53:14,151,A,A，B,G,B,D,B,i5-11900,RTX 3060,A，B,A，C，D，I，J,A，B,G,B，E
GameCenter_2026060283434719,2026-06-02 18:53:12,46,A,B,B,B,E,,,,A，B，C,C，D，H，I，L,A，B，C，D，I,B，G，H，J，M,A，E，F
GameCenter_2026060276244718,2026-06-02 18:53:12,85,A,A,,,,C,9700x,5070,B,,,A,A，B，E
GameCenter_2026060237384716,2026-06-02 18:52:52,328,A,B,B,C,D,,,,A,C，D，I，L,A,,A，B，C
GameCenter_2026060252514715,2026-06-02 18:52:37,45,A,B,C,D,E,,,,A，B,A，C，D，I，L,A，B，I，J，K,A，G，H，I，M,A，C
GameCenter_2026060247984714,2026-06-02 18:52:35,257,A,A,,,,E，Ubuntu 26.04 LTS,i5-13500HX,NVIDIA GeForce RTX 4060,B,,,F，G，J,B，C，G
GameCenter_2026060250654713,2026-06-02 18:52:31,66,A,A,,,,B,i5-11400,3050Ti,A，B,C,A，E，H,A，I，J，K，L,A，B，G
GameCenter_2026060287474711,2026-06-02 18:52:18,171,A,A,,,,C,12400f,4060ti 16g版,A，B,A，L，O,A，B，C，J,A，B，K,A，B，C
GameCenter_2026060215674709,2026-06-02 18:51:31,100,A,B,B,A,F,,,,A,L,M,,E
GameCenter_2026060232614707,2026-06-02 18:51:21,460,A,B,H,D,E,,,,A,J，L，O，P,C，H，I,,A，B，E
GameCenter_2026060267494706,2026-06-02 18:51:10,158,A,B,G,D,E,,,,A,A，C，D，I，L,B，C，G，H，J,,B，C，E
GameCenter_2026060269454705,2026-06-02 18:51:09,71,A,B,G,C,E,,,,A,L,M,,A，B，E
GameCenter_2026060282254703,2026-06-02 18:50:53,851,A,A,,,,C,intel core i7 13650,NVIDIA geforce rtx 5070,A，B,D，O,A，J,H，K,B，F，G
GameCenter_2026060217474702,2026-06-02 18:50:40,602,A,A，B,H,B,E,B,I5-13500H,GTX1650,A，B,B，D，I，J，L,H,H，J，M,A，B，E
GameCenter_2026060211024701,2026-06-02 18:50:20,73,A,A,,,,C,5600 ,1650gre,B,,,A，C，E，H，J,A，E，I
GameCenter_2026060262544700,2026-06-02 18:50:03,30,A,B,K，红魔,C,D,,,,D,,,,B
GameCenter_2026060268364699,2026-06-02 18:49:51,115,A,A，B,B,E，X300 pro,E,C,9850x3d,9700,B,,,E,D
GameCenter_2026060227184698,2026-06-02 18:49:33,530,A,B,F,C,D,,,,A,C，D，F，I，J,B,,B，C，E
GameCenter_2026060273634697,2026-06-02 18:49:25,72,A,A,,,,B,r7 7745hx,rtx 4060,A，B,C，D，P,A，C，H,C，H，K,A，B，G
GameCenter_2026060292294696,2026-06-02 18:49:18,318,A,B,E,C,E,,,,A,A，C，H，I，L,B，I，J,,A，B，E
GameCenter_2026060239644694,2026-06-02 18:48:57,82,A,B,D,E,F,,,,A,C，G，I，J，L,B，L,,A，B，E
GameCenter_2026060220734693,2026-06-02 18:48:57,127,A,A,,,,B,i9-12900,4060,A，B，C,A，C，D，I，O,C，D，I，J，K,A，B，I，J，L,A，B，C
GameCenter_2026060272094690,2026-06-02 18:48:16,610,A,A，B,E,C,E,B,锐龙R9 8945HX,RTX5060 laptop,A，B,A，C，D，I，O,A，C，F，H，I,B，F，I，K，L,B，C，E
GameCenter_2026060279204689,2026-06-02 18:48:10,52,A,B,D,B,E,,,,A,A,K,,A
GameCenter_2026060277784688,2026-06-02 18:48:08,118,A,B,D,E，小米17pro,E,,,,A,C，D，I，L，O,B，E，I，K,,C，E，G
GameCenter_2026060270404686,2026-06-02 18:48:06,159,A,A,,,,C,i9-14900HX,RTX 4070 Ti Laptop,B,,,A，G，H，J，K,B，C，F
GameCenter_2026060231214685,2026-06-02 18:47:56,56,A,B,H,C,E,,,,A,A，E，H,C，F，I,,B，D，G
GameCenter_2026060229414684,2026-06-02 18:47:50,153,A,A，B,K，红魔10air,C,D,C,i914900hx,4060,A，B,A，C，D，I,C,A，J，M,A，B，F
GameCenter_2026060277894683,2026-06-02 18:47:37,164,A,A，B,K，红魔,D,E,C,i7-14700kf,rtx4060,B,,,G,A
GameCenter_2026060217864681,2026-06-02 18:47:31,47,A,B,A,A,C,,,,A,C，D，I,M,,A，B，G
GameCenter_2026060227154680,2026-06-02 18:46:54,129,A,B,E,E，荣耀400,D,,,,A,C，D，I,C,,A，B，E
GameCenter_2026060238704679,2026-06-02 18:46:53,106,A,A,,,,B,r7 7700,rx7800xt,A，B,B，D，I，J，P,A，C，E，I，J,A，H，I，J，L,B，C，G
GameCenter_2026060241824677,2026-06-02 18:46:40,358,A,A，B,H,D,E,C,Ultra9 290HX Plus,RTX5090,A，B，C,C，D，I，O，P,A，C，H，I，J,G，I，J，K，L,A，E，G
GameCenter_2026060214064676,2026-06-02 18:46:25,179,A,A，B,G,C,E,C,I7-14650hx,Gtx5060
,A，B,A，D，G，O，P,A，B，C，G，J,A，C，I，J，K,A，E，F
GameCenter_2026060218254675,2026-06-02 18:46:05,60,A,B,A,B,C,,,,A,D，G，I，J，L,C，E，G，H，K,,A，B，E
GameCenter_2026060283504674,2026-06-02 18:45:54,85,A,A，B,B,C,D,C,i7,3060laptop,B,,,H，I,A，B，E
GameCenter_2026060278774673,2026-06-02 18:45:44,199,A,A,,,,C,Intel Core i7-13700HX,5060,B,,,O,A，B，E
GameCenter_2026060261504672,2026-06-02 18:45:41,87,A,A,,,,C,i7-12800h,3070ti-laptop,A，B,A，C，D，F，I,A，B，D，H，L,A，E，H，L,A，E，G
GameCenter_2026060219064671,2026-06-02 18:45:35,70,A,B,D,D,E,,,,A,C，D，I，L，O,H，I，J,,A，B，G
GameCenter_2026060263784670,2026-06-02 18:45:20,565,A,A，B,B,D,E,C,Corei5系列13代产品,NVIDIA GeForce RTX 4050 Laptop GPU,A，B,A，C，D，F，I,A，I,A，D，F，H，M,A，B，C
GameCenter_2026060224474668,2026-06-02 18:45:10,53,A,A,,,,C,i7 12700,rtx3060,B,,,F，I，J，K，L,A，C，E
GameCenter_2026060247534667,2026-06-02 18:45:07,88,A,B,B,C,E,,,,A,B，L,J,,C
GameCenter_2026060258964665,2026-06-02 18:44:51,55,A,B,H,B,E,,,,A,D，I，M,I,,A，B
GameCenter_2026060226974664,2026-06-02 18:44:17,150,A,B,D,A,C,,,,A,Q,G,,A
GameCenter_2026060279254663,2026-06-02 18:44:07,60,A,B,D,C,E,,,,A,A，B，C，D，E,C，D，E，J，K,,A，B
GameCenter_2026060267864662,2026-06-02 18:44:04,60,A,A,,,,C,Intel Core i7,4080super,B,,,A，B，C，H，I,A，B，E
GameCenter_2026060211044661,2026-06-02 18:43:43,98,A,A,,,,B,i5-10400f,rtx3070,B,,,B，H，I,E
GameCenter_2026060274984660,2026-06-02 18:43:24,47,A,B,D,A,D,,,,A,I，J,M,,B，E
GameCenter_2026060290734659,2026-06-02 18:43:22,131,A,A，B,D,C,E,C,intel core i7-13,RTX 3060,A，B,D，P,A，C，F，G，H,A，K，L,A，B，C
GameCenter_2026060296794658,2026-06-02 18:43:16,112,A,A，B,B,D,E,C,i5 12400f,3060ti g6x,A，B,D，I，M,M,E,B，C
GameCenter_2026060229884657,2026-06-02 18:43:05,89,A,A,,,,C,i7,3070ti
,A，B,A，D，O，P,A，F，H，I，L,H，I，K,A
GameCenter_2026060227734656,2026-06-02 18:42:22,272,A,A，B,D,D,E,B,AMD Ryzen 5 5600x,RTX 5070ti
,A，B,C，D，F，G，I,B，D，H,A，H，L,B，E，G
GameCenter_2026060287914655,2026-06-02 18:42:14,89,A,B,G,B,C,,,,A,I，J，L,M,,B，E
GameCenter_2026060232474654,2026-06-02 18:42:11,253,A,A,,,,C,I7,4060,B,,,A，H，I，K,A，B，C
GameCenter_2026060274674653,2026-06-02 18:42:04,145,A,A，B,D,D,E,C,Intel Core i9-14900HX,NVIDIA GeForce RTX4060,A，B,C，D，I,H，K,J,A，C，E
GameCenter_2026060275004652,2026-06-02 18:42:00,61,A,B,H,C,D,,,,A,A，C，D，F，I,A，C，H，I,,A，E，G
GameCenter_2026060251224650,2026-06-02 18:41:48,36,A,A,,,,C,i5-12600KF,gtx4060ti,B,,,A,A，B
GameCenter_2026060282404649,2026-06-02 18:41:36,167,A,A,,,,B,12th gen intel(R) core(TM) i7-12700H
,RTX3060,B,,,A，J，L,A，B，E
GameCenter_2026060233564648,2026-06-02 18:41:07,303,A,A，B,H,D,E,C,AMD Ryzen 9 9950X3D2,NVIDIA RTX 5080,B,,,A，F，I，J，K,B，C，E
GameCenter_2026060288044645,2026-06-02 18:40:32,200,A,A，B,G,B,E,C,Intel Core i9-13900,RTX4060,A，B,R,A，H,D，J,A，C，E
GameCenter_2026060276914643,2026-06-02 18:40:13,131,A,B,G,D,E,,,,A，B,A，B，D，F，J,A，H,C，D，F，G,C，F
GameCenter_2026060230494641,2026-06-02 18:40:01,72,A,A,,,,C,amd 9850x3d,5080,A，B,D，I，J，L，M,C，E，H，J，L,C，F，G，H，J,A，C，D
GameCenter_2026060284244640,2026-06-02 18:39:57,61,A,B,A,B,C,,,,A,I，J，L，N，O,C，I，J，K，L,,A，C，D
GameCenter_2026060235794639,2026-06-02 18:39:53,97,A,B,A,B,F,,,,A,C，D，I，J,A，B，C，J，K,,A，E，G
GameCenter_2026060285714638,2026-06-02 18:39:45,142,A,B,G,D,E,,,,A,C，D，I，L，N,E，J,,C，F，I
GameCenter_2026060232484637,2026-06-02 18:39:39,100,A,B,D,D,E,,,,A,A，C，D,C，J,,A，B，G
GameCenter_2026060287204636,2026-06-02 18:39:34,120,A,B,E,E，第三代骁龙七移动平台,D,,,,A,J，O，P,A，C，F，G，I,,A，B，E
GameCenter_2026060293144635,2026-06-02 18:39:34,72,A,A，B,B,D,D,C,R9,5060,A，B，C,A，B，C，D，E,A，B，C,B,A
GameCenter_2026060265994634,2026-06-02 18:39:20,98,A,A,,,,B,i5-12400f,RTX5060Ti,B,,,A，C，I，M,B，C，E
GameCenter_2026060298084633,2026-06-02 18:38:57,340,A,A，B,G,C,D,C,Amd Ryzen 7 8845h w,4060ti,A，B,A，C，D，I，L,A，H，I,F，H，I，L,A，B，G
GameCenter_2026060280544632,2026-06-02 18:38:53,229,A,A,,,,C,Intel Core i9-13900HX,NVIDIA GeForce RTX 4060 Laptop GPU,A，B,C，D，I，J，O,B，G，J，L,G，H,C，E
GameCenter_2026060212244631,2026-06-02 18:38:34,70,A,B,G,A,D,,,,A,A，C，D，I，O,C，G，H，I，J,,A，B，C
GameCenter_2026060226404630,2026-06-02 18:38:18,126,A,A，B,I,D,E,C,14600kf,5070,A，B,A，D，H，I，L,C，G，J,A，D，G，H，I,A，B，C
GameCenter_2026060230254628,2026-06-02 18:37:55,224,A,A,,,,C,R7-8845HS,RTX4070M,A，B，C,C，D，E，N，P,H，K,D，I，M,A，B，C
GameCenter_2026060262814626,2026-06-02 18:37:32,151,A,A，B,K，努比亚,D,E,C,i5-13490F,4060ti,A，B，C,A，C，D，E，F,C，D，E，H，K,A，B，G，H，I,A，B，C
GameCenter_2026060222364625,2026-06-02 18:37:31,120,A,A，B,D,C,E,C,i5-14400f,RX580-2048sp,A，B,C，D，I，L,A，H,H，I，J，M,B，E
GameCenter_2026060280924624,2026-06-02 18:37:19,301,A,B,B,A,D,,,,A,L,A，C，H，J,,E
GameCenter_2026060265784623,2026-06-02 18:37:16,240,A,A,,,,C,i9-13900H,RTX  4070,A，B,D，I，L，O,C，F，H，J,A，H，I,A，B，F
GameCenter_2026060226134622,2026-06-02 18:37:05,124,A,A，B,C,C,E,B,i5 12400f,RTX4060 duo 8G 七彩虹,A，B,A，C，D，I，L,A，E，H，I，J,A，H，I，J，K,A，B，E
GameCenter_2026060275844620,2026-06-02 18:36:39,116,A,A,,,,C,i7 14700k,rtx5090,A，B,C，D，I，L，O,A，B，C，D，H,E，G，H，I，K,A，B，C
GameCenter_2026060217154619,2026-06-02 18:36:27,717,A,A，B,C,E，Reno9 pro+ 5g,E,C,Intel Core i9-14900 , NVIDIA GeForce RTX 4060 Laptop,B,,,A，B，I，J，K,A，E，J，参与过上次测试，体验优化效果
GameCenter_2026060253614616,2026-06-02 18:36:02,232,A,A,,,,C,Ryzen 9系列9000系列产品,Nvidia GeForce RTX 5080,A，B,A，D，I，L，O,A，G，H，I，J,A，H，I，K，L,A，B，G
GameCenter_2026060214624615,2026-06-02 18:35:59,65,A,B,E,A,D,,,,A,A，C，D，I，J,I，J,,B，C，E
GameCenter_2026060243374614,2026-06-02 18:35:36,2380,A,B,B,E，iQOOz8,D,,,,A,C，E，J，N，P,A，H，L,,B，C
GameCenter_2026060210674613,2026-06-02 18:35:33,481,A,A，B,G,E，红米turbo5max 天玑9500s,E,C,amd ryzen 5 7500f,amd rx 6750gre,A，C,D，E，I,B,B，I，J,A，B，E
GameCenter_2026060227084612,2026-06-02 18:35:32,112,A,A，B,C,D,E,C,4090,4090,A,A，D，F，I，L,C，E，J，L,,A，B，E
GameCenter_2026060242384611,2026-06-02 18:35:29,251,A,A,,,,B,处理器 : Intel Core i5-14600KF 
,显卡   : NVIDIA GeForce RTX 4080 SUPER ,A，B,C，D，I,M,H,E
GameCenter_2026060225864610,2026-06-02 18:35:28,80,A,B,B,A,D,,,,A，B,A，D，I，J，P,C,O,A，E
GameCenter_2026060258594609,2026-06-02 18:35:08,157,A,A，B,D,B,D,B,12400f,4060,B,,,A，D，H，I，K,C，E，G
GameCenter_2026060212254608,2026-06-02 18:35:08,264,A,A,,,,C,I5-13490f,Rtx4060ti,B,,,A，G，J,I
GameCenter_2026060298054607,2026-06-02 18:34:51,131,A,A,,,,C,AMD 9800X3D,RTX5080,A，B,D，I，O,C，E，I，K,B，I，J，K,A，B
GameCenter_2026060234794606,2026-06-02 18:34:42,115,A,A，B,H,D,D,B,14600KF,7800XT,A，B,A，C，D，L，O,A，B，I，J,B，H，J，K，L,B，C，E
GameCenter_2026060261614605,2026-06-02 18:34:36,80,A,A,,,,C,9800x3d,9070xt,A，B，C,A，D，I，L,A，J,A，H，I，J，L,J，阿绿粉丝，VG铁粉
GameCenter_2026060245574603,2026-06-02 18:34:12,835,A,A，B,D,D,E,C,AMD R7 7800X3D,RTX4090,A，B,D，I，O，P,A，B，C，G，H,I，K，L,A，B，G
GameCenter_2026060273714601,2026-06-02 18:34:05,76,A,B,J,C,E,,,,A，B,A，D，I，L，P,A，B，D，G，H,D，H，I，J,A，B，G
GameCenter_2026060293794600,2026-06-02 18:33:54,138,A,A,,,,C,13700K,3070,A，B,A，D，O,J，K,A，H,A，B
GameCenter_2026060282814599,2026-06-02 18:33:49,63,A,B,F,E，一加ace3,D,,,,A,I,C,,A，B，C
GameCenter_2026060247264598,2026-06-02 18:33:49,31,A,B,G,B,E,,,,A,C，D，I,I,,A，B，E
GameCenter_2026060245554597,2026-06-02 18:33:08,52,A,A,,,,C,13600kf,4070s,A，B,A，C，F,C，H，L,J，M,C，F
GameCenter_2026060219134596,2026-06-02 18:32:58,125,A,B,K，联想拯救者,B,D,,,,A，B,C，D，I，O，P,B，C，D，H，J,G，I，J，K，L,A，B，G
GameCenter_2026060229794595,2026-06-02 18:32:38,338,A,B,H,B,B,,,,A,C，D，I，J，L,M,,A，B，G
GameCenter_2026060289314593,2026-06-02 18:32:16,37,A,A,,,,C,R9 7845hx,4060,B,,,F，H，I，J，M,B
GameCenter_2026060288354591,2026-06-02 18:32:03,111,A,A，B,G,B,D,C,Intel i5 Ultra 125h,集显，相当于1650ti,A，B,I，J,H,G,A，B，F
GameCenter_2026060264904590,2026-06-02 18:31:45,124,A,B,K，拯救者y700四代,D,D,,,,A,B，D，I，J，L,A，B，C，G，H,,A，B，C
GameCenter_2026060253804587,2026-06-02 18:31:21,43,A,A,,,,C,amd r5 5600x,amd 7800xt,B,,,A，I，J,A，B，E
GameCenter_2026060245754586,2026-06-02 18:31:11,65,A,A,,,,C,i7,rtx4060,B,,,A，B，I，J,A，B，G
GameCenter_2026060263144584,2026-06-02 18:30:44,119,A,B,D,C,E,,,,A，C,A，D，I，O，P,A，C，G，H，I,A，E，F，I，J,A，E，G
GameCenter_2026060218834583,2026-06-02 18:30:41,46,A,B,G,C,E,,,,A,A，C，L，O,I,,A
GameCenter_2026060278244582,2026-06-02 18:30:23,88,A,B,C,D,E,,,,A,C，D，I,M,,A，B，E
GameCenter_2026060273884580,2026-06-02 18:30:05,254,A,A,,,,C,NVIDIA GeForce RTX 5060 Ti,AMD Ryzen 5 9600X 6-Core Processor,A，B，C,A，C，D，F，I,A，C，E，H，L,A，F，I，J，K,A，B，E
GameCenter_2026060216894579,2026-06-02 18:29:59,70,A,B,D,E，小米14,E,,,,A,B，C，D，F，I,H，L,,B
GameCenter_2026060284264578,2026-06-02 18:29:51,91,A,B,G,C,D,,,,A,A，C，F，L，O,A，G，I,,A，E
GameCenter_2026060273914576,2026-06-02 18:29:38,48,A,A,,,,C,amd9600x,amd7900xt,B,,,A，F，H，I，J,A，E，F
GameCenter_2026060289114575,2026-06-02 18:29:34,53,A,B,K，rog,C,E,,,,D,,,,A，B，G
GameCenter_2026060256864574,2026-06-02 18:29:06,91,A,A,,,,C,Intel i5-13500h,RTX4060m,B,,,O,B，E
GameCenter_2026060287144573,2026-06-02 18:28:59,530,A,A,,,,B,R5 5600,4060,B,,,B，H，K,B，C，J，陈清做的尝尝咸淡
GameCenter_2026060220624572,2026-06-02 18:28:53,137,A,A，B,H,C,D,C,amd ryzen5600x,5060,A，B,A，C，D，L，O,E，I，J，K，L,E，H，I，J，K,A，E，G
GameCenter_2026060280484571,2026-06-02 18:28:36,148,A,B,H,D,D,,,,A,A，L，M，O，P,A，B，G，I，K,,A，B，E
GameCenter_2026060270354570,2026-06-02 18:28:15,108,A,B,E,E，荣耀win,D,,,,A，B,A，C，D，K，P,G，L,C，F，G，H，I,B，E，I
GameCenter_2026060233864569,2026-06-02 18:28:06,53,A,B,F,D,E,,,,A,C，D，G，I，O,M,,A，B，C
GameCenter_2026060277414568,2026-06-02 18:27:59,154,A,A，B,H,D,E,C,i9-12900h,4060,B,,,D，E，G，I，J,B，C，F
GameCenter_2026060233844567,2026-06-02 18:27:50,59,A,B,G,A,D,,,,A，B,C，I,M,A,A，B，C
GameCenter_2026060215034565,2026-06-02 18:27:20,161,A,A,,,,C,AMD Ryzen 7 9800X3D 8-Core Processor,NVIDIA GeForce RTX 5080
,B,,,A，J，L，M,A，C，E
GameCenter_2026060293134564,2026-06-02 18:27:14,128,A,A，B,D,B,E,A,enuineIntel_-_Intel64_Family_6_Model_183_-_13th_Gen_Intel(R)_Core(TM)_i5-13600K,N卡RX3070,B,,,A，E，H，I,B，C，E
GameCenter_2026060242494563,2026-06-02 18:27:06,121,A,A，B,C,D,E,C,i512400f,rtx1650,A，B,A，I，J，P,A，C，I，L,C，J,A，E，G
GameCenter_2026060297934561,2026-06-02 18:26:56,332,A,A,,,,C,i7-14650,RTX5060,A，B,A，C，D，I，O,H，J,A，F，G，H,A，B，E
GameCenter_2026060299774559,2026-06-02 18:26:47,750,A,B,B,B,E,,,,A，B,A，I,H，K,A，J，L,B，E，F
GameCenter_2026060277624558,2026-06-02 18:26:36,75,A,A,,,,C,13600kf,4060ti,B,,,G,E
GameCenter_2026060270024557,2026-06-02 18:26:00,437,A,A，B,K，努比亚z80ultra,B,E,C,R9-7940,RTX4070,A，B,A，D，G，I，J,A，B，E，G，H,C，G，J,D，E，F
GameCenter_2026060277014556,2026-06-02 18:25:51,118,A,B,C,D,F,,,,A,C，K，N,M,,A
GameCenter_2026060226384554,2026-06-02 18:25:43,138,A,B,H,D,E,,,,A,A，C，D，P,A，C，G，I，K,,A，B，C
GameCenter_2026060210314552,2026-06-02 18:25:33,158,A,B,E,D,E,,,,A，B,C，D，I，J，K,B，I，L,J,E，F
GameCenter_2026060283714551,2026-06-02 18:25:16,143,A,A,,,,C,U7-255HX,RTX5070ti,A，B,A，C，F，J,G，H,H，I，J，M,A，B，F
GameCenter_2026060229844550,2026-06-02 18:25:03,119,A,A，B,C,A,E,B,AMDRyzen9 9955,5070TI,A，B,A，B，C，I，L,A，H,A，D，G，H,A，B，E
GameCenter_2026060288874549,2026-06-02 18:24:52,2315,A,A,,,,C,13th Gen Intel【r】Core 【TM】i7-13700H,NVIDIA  GeForce RTX 4060 Laptop GPU 8GB ,A，B,A，B，C，D，J,A，B，E，G，L,B，G，J，M,B，C，F
GameCenter_2026060256674548,2026-06-02 18:24:13,414,A,B,C,A,E,,,,A，B,A，D，I，O，P,A，C，H,K,A，E，G
GameCenter_2026060267664547,2026-06-02 18:24:02,103,A,B,A,A,D,,,,A,C，D，I，Q,M,,A，B
GameCenter_2026060253254546,2026-06-02 18:23:50,94,A,A，B,B,E，vivo s19  7gen3,D,C,19-13900HX,RTX4060,A，B,A，D，I，L,L,H,A，B，E
GameCenter_2026060235274545,2026-06-02 18:23:47,94,A,B,H,B,D,,,,A，B,A，D，I,A，H，J,H，I,A，E
GameCenter_2026060235274544,2026-06-02 18:23:47,209,A,A,,,,C,I7-13650HX,RTX5060,B,,,B，I，L,A，B，E
GameCenter_2026060281534543,2026-06-02 18:23:32,141,A,A，B,D,B,E,C,Intel(R) Core(TM) i5-14600KF


,NVIDIA GeForce RTX 4070 SUPER
,A，B,C，D，I，P,M,C，G，I，J，L,B，E
